subject_name,uid,chapter_id,section_id,module_id
Biology,1477@1,19,1,38ad6783-a1f0-472e-8d3c-28cf336f1d3c
Biology,1476@1,19,1,38ad6783-a1f0-472e-8d3c-28cf336f1d3c
Biology,1515@1,19,1,38ad6783-a1f0-472e-8d3c-28cf336f1d3c
Biology,1518@1,19,1,38ad6783-a1f0-472e-8d3c-28cf336f1d3c
Biology,1372@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1399@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1400@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1373@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1484@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1485@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1486@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1553@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1554@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1555@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1576@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1577@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1578@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1595@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1528@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1543@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1546@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1506@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1655@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1487@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1582@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1491@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1654@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1600@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1416@1,18,1,b2589c4b-ef62-48a1-982a-724236ff26b5
Biology,1596@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1562@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1544@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1618@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1620@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1495@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1463@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1460@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1401@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1406@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1512@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1551@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1611@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1631@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1588@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1612@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1637@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Physics,1982@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Physics,2005@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Physics,2006@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Physics,2041@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,1494@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1490@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Physics,2190@1,4,4,14f17ea6-1853-4b32-a834-576eb6dfeb67
Biology,1387@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1386@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1443@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1435@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1405@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1388@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1440@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1455@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1385@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1524@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1493@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1496@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1497@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1526@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1527@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1548@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1522@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1489@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1499@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1530@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1498@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1492@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1531@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Physics,1674@1,1,1,ad9b9d37-a5cf-4a0d-b8c1-083fcc4d3b0c
Biology,1533@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1411@1,18,1,b2589c4b-ef62-48a1-982a-724236ff26b5
Biology,1523@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1529@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1525@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1547@1,19,2,22277798-cbf5-46d5-8abd-9a50a79b2b54
Biology,1585@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1635@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1633@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1639@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1643@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1644@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1649@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1441@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1384@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Physics,1979@1,2,4,52bfe5d1-7f8a-49b1-9c47-973d3f518958
Biology,1545@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1442@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1381@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1444@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1615@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1604@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1653@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1651@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,1434@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1461@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1432@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1462@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1382@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1375@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1535@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1454@1,18,3,977917b4-2c6e-4646-a100-636fa26717d4
Biology,1617@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1558@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1559@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1560@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1565@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1564@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1608@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1619@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1621@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1622@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1625@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1566@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1567@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1627@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1409@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,1511@1,19,3,c8d952c6-3d04-4c9f-b5dd-3c5350180468
Biology,1626@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1563@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1613@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,55@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,56@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,57@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,68@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,88@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,92@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,105@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,106@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,140@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,141@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,142@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,143@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,161@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,94@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,121@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,210@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,203@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,215@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,127@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,109@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,148@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,111@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,201@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,1584@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1586@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1632@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1396@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,97@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,113@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,103@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,188@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,115@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,190@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,93@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,184@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,189@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,181@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,191@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,59@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,62@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,85@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,65@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,91@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,86@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,64@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,73@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,63@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,72@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,90@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,66@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,82@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,89@1,2,3,a4f8df82-c778-4971-8dcc-7c5c72578e94
Biology,1394@1,18,2,9e805c7d-3865-4666-85ba-34c01660bf84
Biology,42@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,43@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,44@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,45@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,46@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,48@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,47@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,51@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,80@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,54@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,77@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,60@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,53@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Biology,194@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,205@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,154@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,206@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,130@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,199@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,208@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,223@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,168@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,224@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,211@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,132@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,226@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,131@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,227@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,170@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,108@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,98@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,134@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,112@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,146@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,177@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,213@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,1602@1,20,3,b4e739c3-be08-4216-9e15-288ac678bb30
Biology,200@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,101@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,1556@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1634@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1610@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1581@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1583@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1587@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1594@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,183@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,185@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,178@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,122@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,123@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,126@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,133@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,135@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,207@1,3,3,73b3ac54-811c-4bce-a9dd-e83f8c0dda77
Biology,114@1,3,2,ea44b8fa-e7a2-4360-ad34-ac081bcf104f
Biology,229@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,290@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,239@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,253@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,296@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,233@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,252@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,50@1,2,1,7636a3bf-eb80-4898-8b2c-e81c1711b99f
Physics,2065@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,270@1,4,4,14f17ea6-1853-4b32-a834-576eb6dfeb67
Biology,271@1,4,4,14f17ea6-1853-4b32-a834-576eb6dfeb67
Biology,276@1,4,5,10b53780-2949-45e7-961b-aafefeec467a
Biology,283@1,4,6,736d0748-2d71-4db3-90bd-16ef0a9ad64d
Biology,285@1,4,6,736d0748-2d71-4db3-90bd-16ef0a9ad64d
Biology,328@1,4,6,736d0748-2d71-4db3-90bd-16ef0a9ad64d
Biology,322@1,4,4,14f17ea6-1853-4b32-a834-576eb6dfeb67
Biology,242@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,241@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,284@1,4,6,736d0748-2d71-4db3-90bd-16ef0a9ad64d
Biology,311@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,255@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,145@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,149@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,152@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,212@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,162@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,163@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,165@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,167@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,228@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,153@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,176@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,171@1,3,5,db3ce6d5-01bd-4ac5-a641-de285fdac0f1
Biology,157@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,156@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,216@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,218@1,3,4,23ff3343-6924-4c37-8a08-876db2e9e242
Biology,1636@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1624@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,1580@1,20,2,67322fde-a447-4caa-94f6-2c072d3bda66
Biology,1609@1,20,1,5e2228c5-a640-42d4-8fec-2e8b668708d7
Biology,299@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,297@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,237@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,236@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,230@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,298@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,291@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,231@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,240@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,302@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,245@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,304@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,300@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,243@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,303@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,262@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,256@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,313@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,310@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,314@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,264@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,260@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,317@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,244@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,261@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,269@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,83@1,2,2,be8818d0-2dba-4bf3-859a-737c25fb2c99
Biology,238@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,316@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,292@1,4,1,e98bdaec-4060-4b43-ac70-681555a30e22
Biology,249@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,259@1,4,3,a4ea5574-8c29-4a6d-a9af-3301ed2fdaa0
Biology,306@1,4,2,003aedba-f354-4e57-ba45-f8b4eda66e12
Biology,180@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,179@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,104@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,99@1,3,1,ee61d395-bee6-4692-8f3d-42159c445365
Biology,279@1,4,5,10b53780-2949-45e7-961b-aafefeec467a
Biology,323@1,4,4,14f17ea6-1853-4b32-a834-576eb6dfeb67
